Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
NeuN_minus.B61_T1_HS - nextera_transposase_sequence	(1, 0.00024835747233437457)	(2, 0.00026077534595109333)	(3, 0.00027008875116363236)	(4, 0.00029182002999289015)	(5, 0.00030734237201378853)	(6, 0.00031044684041796827)	(7, 0.00032596918243886665)	(8, 0.0003508049296723041)	(9, 0.00042531217137261647)	(10, 0.0004905060078603898)	(11, 0.0005401775023272647)	(12, 0.000577431123177421)	(13, 0.0006146847440275771)	(14, 0.000673669643706991)	(15, 0.0007792215694491003)	(16, 0.0008847734951912095)	(17, 0.0010027432945500375)	(18, 0.0011238175623130451)	(19, 0.0012945633245429276)	(20, 0.0015863833545358176)	(21, 0.0018782033845287079)	(22, 0.00234697811355984)	(23, 0.002688469638019605)	(24, 0.003334199066088979)	(25, 0.004169301066813314)	(26, 0.00576810229496585)	(27, 0.03253482887580307)	(28, 0.06351431908111212)	(29, 0.09846752884377116)	(30, 0.12959292906407666)	(31, 0.15919403529792994)	(32, 0.19958627370471177)	(33, 0.2726654599391015)	(34, 0.3913337646888699)	(35, 0.5665530658891753)	(36, 0.8494725849672823)	(37, 1.2733691187475928)	(38, 1.7593115580538385)	(39, 2.271787888810608)	(40, 2.8210894237777566)
NeuN_minus.B62_T1_HS - nextera_transposase_sequence	(1, 5.8171763024313996e-05)	(2, 6.698566651284642e-05)	(3, 8.10879120944983e-05)	(4, 0.00012515742953716043)	(5, 0.00013573411372339933)	(6, 0.0001374968944211058)	(7, 0.00015512470139817066)	(8, 0.00017098972767752902)	(9, 0.0002626543239582662)	(10, 0.00035255613954129694)	(11, 0.000403676779774785)	(12, 0.0004530346393105666)	(13, 0.0004971041567532287)	(14, 0.0005588014811729557)	(15, 0.0006698566651284643)	(16, 0.0007862001911770922)	(17, 0.0009025437172257202)	(18, 0.0010594311993215974)	(19, 0.0011757747253702253)	(20, 0.0015512470139817066)	(21, 0.0018191896800330923)	(22, 0.002476706880277611)	(23, 0.002836314142609734)	(24, 0.003472677974481775)	(25, 0.004302947683101529)	(26, 0.005713172241266717)	(27, 0.025962234115821107)	(28, 0.04802343454761777)	(29, 0.07423422074181549)	(30, 0.10155908433696371)	(31, 0.13027301912190464)	(32, 0.1681040556753835)	(33, 0.23183739180096147)	(34, 0.33269136385884257)	(35, 0.47047911709506995)	(36, 0.6782809940828035)	(37, 0.9757467112593774)	(38, 1.299597729919222)	(39, 1.6355802053406825)	(40, 2.006763648514644)
NeuN_minus.B62_T1_HS - polya	(1, 0.0006592799809422254)	(2, 0.0007280284281527782)	(3, 0.0007579957000137885)	(4, 0.0008337952700151674)	(5, 0.0010329894888560002)	(6, 0.0014366662686307852)	(7, 0.0015970793121220753)	(8, 0.001923193741197775)	(9, 0.00216645747748127)	(10, 0.003305213808199659)	(11, 0.004803577401250171)	(12, 0.006633343765469503)	(13, 0.008776885093880587)	(14, 0.01095744481694351)	(15, 0.014137501195606009)	(16, 0.021486533924344343)	(17, 0.024800561636032534)	(18, 0.036516002152989835)	(19, 0.039484524847927555)	(20, 0.04314758313776163)	(21, 0.04689701768178332)	(22, 0.05011409245509766)	(23, 0.05358148208748631)	(24, 0.05762001266593187)	(25, 0.060787729579710424)	(26, 0.06749158457308818)	(27, 0.07065225036407591)	(28, 0.07660692356092842)	(29, 0.07960188796633173)	(30, 0.08337600144012132)	(31, 0.08835761969183985)	(32, 0.0918232465435308)	(33, 0.09475122528242126)	(34, 0.09837373961620809)	(35, 0.10344525968350965)	(36, 0.11460013593859629)	(37, 0.11975626947938775)	(38, 0.12488772409041132)	(39, 0.12837450431047476)	(40, 0.133357885342891)
NeuN_minus.B63_T1_HS - nextera_transposase_sequence	(1, 6.39952926769248e-06)	(2, 8.53270569025664e-06)	(3, 1.493223495794912e-05)	(4, 3.626399918359072e-05)	(5, 4.906305771897568e-05)	(6, 5.3329410564104e-05)	(7, 6.186211625436064e-05)	(8, 6.612846909948896e-05)	(9, 0.0001813199959179536)	(10, 0.00022185034794667264)	(11, 0.00026451387639795585)	(12, 0.00029864469915898237)	(13, 0.0003285091690748806)	(14, 0.000373305873948728)	(15, 0.00045010022516103775)	(16, 0.0005652917519795024)	(17, 0.0006314202210789913)	(18, 0.0007380790422071993)	(19, 0.0008148733934195091)	(20, 0.001107118563310799)	(21, 0.0012372423250872127)	(22, 0.0015614851413169651)	(23, 0.0017897350185313303)	(24, 0.0021673072453251866)	(25, 0.002572610765612377)	(26, 0.00322536275091701)	(27, 0.008848415800796136)	(28, 0.015875098936722478)	(29, 0.024770444618815026)	(30, 0.03494356297802351)	(31, 0.0449609594583848)	(32, 0.05748057188241385)	(33, 0.07768601895694158)	(34, 0.1108611786806594)	(35, 0.15770999927301346)	(36, 0.23125978914660314)	(37, 0.34279718475321536)	(38, 0.47658574362359435)	(39, 0.6263624597810917)	(40, 0.8054959498659171)
NeuN_minus.B63_T1_HS - polya	(1, 0.000706081395868737)	(2, 0.0007615439828554051)	(3, 0.0008319388048000224)	(4, 0.0009343312730831021)	(5, 0.001335368440525164)	(6, 0.0022462347729600603)	(7, 0.0026110079412185318)	(8, 0.003400283217567271)	(9, 0.0038738483833765146)	(10, 0.00608168598073042)	(11, 0.008801485919499724)	(12, 0.012816123946765474)	(13, 0.016756100799241478)	(14, 0.02072167576878825)	(15, 0.026112212588607884)	(16, 0.03719619728025126)	(17, 0.04277232044883397)	(18, 0.06084032474795241)	(19, 0.0653050630003792)	(20, 0.07096438004944192)	(21, 0.0765597018058277)	(22, 0.08156413369316322)	(23, 0.0866240281674854)	(24, 0.09284863696852763)	(25, 0.09773147779977699)	(26, 0.10788539757118239)	(27, 0.11261891605285226)	(28, 0.12123268244716634)	(29, 0.12587447434266597)	(30, 0.1316873800941533)	(31, 0.13955666791699248)	(32, 0.14474881932951364)	(33, 0.15000283285828916)	(34, 0.1558562689618052)	(35, 0.1635421036123039)	(36, 0.1808208326350736)	(37, 0.18927887715054048)	(38, 0.19770279084324635)	(39, 0.20315945613216546)	(40, 0.21111833736475236)
NeuN_minus.B64_T2_HS - nextera_transposase_sequence	(1, 8.429520710288274e-05)	(2, 9.00426075871702e-05)	(3, 9.962160839431597e-05)	(4, 0.00012644281065432412)	(5, 0.00013602181146146988)	(6, 0.00013793761162289903)	(7, 0.00015901141339861972)	(8, 0.00018583261565862787)	(9, 0.0002892858243758021)	(10, 0.0003965706334158347)	(11, 0.00046362363906585506)	(12, 0.0005038554424558673)	(13, 0.0005460030460073086)	(14, 0.000613056051657329)	(15, 0.0007030986592444993)	(16, 0.0008084676681231026)	(17, 0.0009080892765174186)	(18, 0.0010421952878174594)	(19, 0.0011437326963732045)	(20, 0.001486660925269023)	(21, 0.0016207669365690637)	(22, 0.0021016327770877813)	(23, 0.002385171200979296)	(24, 0.0028832792429508754)	(25, 0.0034369454896039007)	(26, 0.004132380948202684)	(27, 0.011853055598762171)	(28, 0.020780684351022025)	(29, 0.031432533248568116)	(30, 0.043005882023761634)	(31, 0.05445087218813939)	(32, 0.06900137441419381)	(33, 0.09425162054183005)	(34, 0.13584747364677982)	(35, 0.1942410625671404)	(36, 0.28455379797707214)	(37, 0.4200870803973776)	(38, 0.5733702513133241)	(39, 0.7357055779920234)	(40, 0.9263736732580985)
NeuN_minus.B64_T2_HS - polya	(1, 0.0008927628752259854)	(2, 0.0009674790815217224)	(3, 0.001011542485234593)	(4, 0.0010843428913689006)	(5, 0.001287417708480391)	(6, 0.0017778625498062542)	(7, 0.0020077585691777524)	(8, 0.0024196556038850207)	(9, 0.0026955308271308185)	(10, 0.004189854953045558)	(11, 0.006249340126581898)	(12, 0.008753290937569802)	(13, 0.011596338377130665)	(14, 0.014504523022180119)	(15, 0.019014316602184344)	(16, 0.028327021186891458)	(17, 0.032909615173029996)	(18, 0.04783753003088596)	(19, 0.05142582373324276)	(20, 0.05626130334068994)	(21, 0.061071877546038544)	(22, 0.06519659529359552)	(23, 0.06954354585987826)	(24, 0.07476026969944985)	(25, 0.07894820885233397)	(26, 0.08760379398167088)	(27, 0.09156183711518352)	(28, 0.09996645242337321)	(29, 0.10390916915559441)	(30, 0.1088959969757945)	(31, 0.11544037032723649)	(32, 0.11990801630368927)	(33, 0.12383540663461903)	(34, 0.12873027604707052)	(35, 0.13571719923580264)	(36, 0.15135779175371025)	(37, 0.15843092594970667)	(38, 0.1652454271239102)	(39, 0.16993339011892733)	(40, 0.17647967927053074)
NeuN_minus.B65_T1_HS - nextera_transposase_sequence	(1, 8.004764756173464e-06)	(2, 1.0005955945216831e-05)	(3, 3.201905902469386e-05)	(4, 7.804645637269128e-05)	(5, 8.204883875077802e-05)	(6, 8.805241231790812e-05)	(7, 0.00010606313301929841)	(8, 0.00011807028015355861)	(9, 0.00022013103079477028)	(10, 0.000306182251923635)	(11, 0.000366217987594936)	(12, 0.0004102441937538901)	(13, 0.00045827278229093084)	(14, 0.0005343180474745787)	(15, 0.0006403811804938772)	(16, 0.0007844669461049995)	(17, 0.0009025372262585581)	(18, 0.0010286122711682902)	(19, 0.001142680168943762)	(20, 0.001398832641141313)	(21, 0.0016029541424237364)	(22, 0.0019691721300186724)	(23, 0.0022053126903257897)	(24, 0.002547516383652205)	(25, 0.0029717689157293986)	(26, 0.003488076242502587)	(27, 0.007828659931537649)	(28, 0.012681548564967811)	(29, 0.01878518169155008)	(30, 0.02562125079332222)	(31, 0.03195301971545543)	(32, 0.03892316862689347)	(33, 0.05015985715337197)	(34, 0.06916516987571682)	(35, 0.09638337123789564)	(36, 0.14159428258076337)	(37, 0.21205022077341318)	(38, 0.2942711619664489)	(39, 0.3862218947206135)	(40, 0.5005699592625514)
NeuN_minus.B65_T1_HS - polya	(1, 0.000726432401622742)	(2, 0.000776462181348826)	(3, 0.0008044788579954332)	(4, 0.0009145443733928184)	(5, 0.001246742110774017)	(6, 0.0019691721300186724)	(7, 0.0022753543819423075)	(8, 0.002753639076123672)	(9, 0.0030738296663706103)	(10, 0.004936938663369984)	(11, 0.007660559871658006)	(12, 0.010936509848121997)	(13, 0.014548659944345272)	(14, 0.01812478859916577)	(15, 0.02344795716202112)	(16, 0.036409672493455)	(17, 0.04250930323765918)	(18, 0.06298749267513995)	(19, 0.06780035748478924)	(20, 0.0740000477884456)	(21, 0.08033782028414593)	(22, 0.0855829423906286)	(23, 0.09137639088290914)	(24, 0.0982644909555964)	(25, 0.10347359162067629)	(26, 0.11548674232850362)	(27, 0.12085994067108506)	(28, 0.13229074474290076)	(29, 0.13769796333569595)	(30, 0.14428388353883767)	(31, 0.15342132250800966)	(32, 0.15963702234117835)	(33, 0.16514229930223667)	(34, 0.17141203129750954)	(35, 0.18076760010628726)	(36, 0.20336304982177592)	(37, 0.21355511654757378)	(38, 0.22352705224257688)	(39, 0.22983480687044155)	(40, 0.23891421129513132)
NeuN_minus.B66_T2_HS - nextera_transposase_sequence	(1, 1.4813890866954816e-05)	(2, 2.468981811159136e-05)	(3, 3.127376960801573e-05)	(4, 6.254753921603145e-05)	(5, 7.242346646066799e-05)	(6, 7.736143008298627e-05)	(7, 0.00010040526032047153)	(8, 0.00012015711480974462)	(9, 0.00020574848426326134)	(10, 0.0002831099143462476)	(11, 0.0003538873929328095)	(12, 0.00037857721104440087)	(13, 0.0004131429564006288)	(14, 0.0004575846290014932)	(15, 0.000525070131839843)	(16, 0.0006205374285379962)	(17, 0.000707774785865619)	(18, 0.0007950121431932419)	(19, 0.000888833452017289)	(20, 0.001143961572503733)	(21, 0.0012855165296768568)	(22, 0.001669031704343576)	(23, 0.0018961780309702165)	(24, 0.0022533573996512384)	(25, 0.0026566244288072304)	(26, 0.0033100816148273486)	(27, 0.010014190226061455)	(28, 0.018574973159287234)	(29, 0.02874882420913698)	(30, 0.038595123672039613)	(31, 0.04686456675154862)	(32, 0.05568870774463137)	(33, 0.06882698295574619)	(34, 0.08968987926004088)	(35, 0.11969788419286903)	(36, 0.170850249356464)	(37, 0.2512501730550501)	(38, 0.3491864515643625)	(39, 0.4618559675347985)	(40, 0.5972220103012834)
NeuN_minus.B66_T2_HS - polya	(1, 0.0013859217899973284)	(2, 0.0014616372322062085)	(3, 0.0015060789048070731)	(4, 0.0016064841651275445)	(5, 0.0018994700067184287)	(6, 0.002546343241242122)	(7, 0.00279982537385446)	(8, 0.0033314794571907276)	(9, 0.003721578583353871)	(10, 0.00533464669997784)	(11, 0.007704869238690611)	(12, 0.01075817674515741)	(13, 0.013888845681707193)	(14, 0.017134733769444403)	(15, 0.021643094556620987)	(16, 0.03157169341322893)	(17, 0.03638949992073746)	(18, 0.05191610353718021)	(19, 0.05586647443503483)	(20, 0.060676051003172825)	(21, 0.06556792696501612)	(22, 0.06971581640776348)	(23, 0.07414187780123475)	(24, 0.07949133839207954)	(25, 0.08364581178632331)	(26, 0.09269874509390681)	(27, 0.09683675860940953)	(28, 0.10513582947065243)	(29, 0.10921952538630965)	(30, 0.11430233594154926)	(31, 0.1211759813038163)	(32, 0.12587198470864097)	(33, 0.13024702047801495)	(34, 0.13547632395405002)	(35, 0.14257711564294367)	(36, 0.15904193234762692)	(37, 0.16648508951433466)	(38, 0.1741455170804244)	(39, 0.1793336708596068)	(40, 0.1865233458937022)
NeuN_minus.B67_T1_HS - nextera_transposase_sequence	(1, 1.4337694984407614e-05)	(2, 1.8639003479729897e-05)	(3, 2.150654247661142e-05)	(4, 3.584423746101903e-05)	(5, 3.8711776457900555e-05)	(6, 4.157931545478208e-05)	(7, 5.7350779937630455e-05)	(8, 6.451962742983425e-05)	(9, 0.00010323140388773482)	(10, 0.00013620810235187233)	(11, 0.00015341333633316147)	(12, 0.00016918480081600984)	(13, 0.00019355888228950277)	(14, 0.00020933034677235115)	(15, 0.00023800573674116637)	(16, 0.0002623798182146593)	(17, 0.00029392274718035606)	(18, 0.0003441046796257827)	(19, 0.00037994891708680175)	(20, 0.00046884262599012895)	(21, 0.000529060944924641)	(22, 0.0006451962742983426)	(23, 0.0007369575221985513)	(24, 0.0009190462485005281)	(25, 0.001195763761699595)	(26, 0.0016832453911694537)	(27, 0.010479421264103525)	(28, 0.021476433317144165)	(29, 0.034637003543331914)	(30, 0.0459838553539921)	(31, 0.05605321854154156)	(32, 0.06919084845575427)	(33, 0.09100421760503201)	(34, 0.12624627187670592)	(35, 0.18047430184673238)	(36, 0.2749855196449505)	(37, 0.4288719999125974)	(38, 0.6202816617239375)	(39, 0.8328394236372788)	(40, 1.0614410662381721)
NeuN_minus.B68_T2_HS - nextera_transposase_sequence	(1, 8.055290439538266e-06)	(2, 2.4165871318614797e-05)	(3, 3.4906258571332485e-05)	(4, 5.907212988994728e-05)	(5, 6.981251714266497e-05)	(6, 6.981251714266497e-05)	(7, 8.055290439538265e-05)	(8, 9.129329164810035e-05)	(9, 0.00015842071197758587)	(10, 0.00022554813230707144)	(11, 0.0002577692940652245)	(12, 0.0002792500685706599)	(13, 0.0002980457462629158)	(14, 0.0003195265207683512)	(15, 0.00035980297296604253)	(16, 0.0003839688442846573)	(17, 0.0004161900060428104)	(18, 0.0004994280072513725)	(19, 0.0005558150403281403)	(20, 0.0007625674949429558)	(21, 0.0008726564642833121)	(22, 0.0012056084691175605)	(23, 0.0013989354396664788)	(24, 0.0017829042839511361)	(25, 0.0022984428720815853)	(26, 0.0029831425594423378)	(27, 0.009873100982060734)	(28, 0.018755401240058263)	(29, 0.029710596237830303)	(30, 0.041731774670434575)	(31, 0.05339852032369916)	(32, 0.06910633668079878)	(33, 0.09408042214018059)	(34, 0.13378763381347786)	(35, 0.18926978926420426)	(36, 0.27550704361308775)	(37, 0.4070875278461321)	(38, 0.561915580287684)	(39, 0.7347821131201752)	(40, 0.9401114664240056)
NeuN_minus.B68_T2_HS - polya	(1, 0.0002550841972520451)	(2, 0.0002980457462629158)	(3, 0.0003329520048342483)	(4, 0.00046183665186686054)	(5, 0.0008672862706569532)	(6, 0.0016325388624130884)	(7, 0.0020702096429613343)	(8, 0.002846202621970187)	(9, 0.0032248012726284856)	(10, 0.004991594975700545)	(11, 0.007230965717892183)	(12, 0.010377899182938466)	(13, 0.013489926389413416)	(14, 0.016706672371602362)	(15, 0.021147822500601127)	(16, 0.029015156163216833)	(17, 0.03348315726034739)	(18, 0.04643606428712492)	(19, 0.04988104349843412)	(20, 0.0541771983995212)	(21, 0.05843307684841058)	(22, 0.062251284516751715)	(23, 0.06618495134805957)	(24, 0.07091877702969489)	(25, 0.07458661927649798)	(26, 0.08124297427636977)	(27, 0.08480609774745886)	(28, 0.09103283725722194)	(29, 0.09440800395138847)	(30, 0.09874980549829959)	(31, 0.10367158795685748)	(32, 0.10735017059091329)	(33, 0.11099921716002412)	(34, 0.11495704986265058)	(35, 0.12030844781131718)	(36, 0.13117771971106748)	(37, 0.13666068740357984)	(38, 0.14231281619532254)	(39, 0.14646129077168474)	(40, 0.15175630168727455)
NeuN_minus.B69_T1_HS - nextera_transposase_sequence	(1, 3.6466078196545308e-06)	(2, 5.469911729481796e-06)	(3, 1.2763127368790858e-05)	(4, 2.5526254737581715e-05)	(5, 2.734955864740898e-05)	(6, 2.9172862557236246e-05)	(7, 3.464277428671804e-05)	(8, 4.375929383585437e-05)	(9, 6.563894075378155e-05)	(10, 0.00010028171504049959)	(11, 0.0001258079697780813)	(12, 0.00013310118541739037)	(13, 0.00014404100887635397)	(14, 0.00018233039098272653)	(15, 0.00020056343008099917)	(16, 0.00027167228256426255)	(17, 0.00030813836076080785)	(18, 0.0004831755361042253)	(19, 0.0005743407315955886)	(20, 0.0012289068352235768)	(21, 0.001444056696583194)	(22, 0.0027458956881998616)	(23, 0.0031360827249028965)	(24, 0.004441568324339219)	(25, 0.005019555663754461)	(26, 0.006997840405917044)	(27, 0.017066124595983202)	(28, 0.03236546770334379)	(29, 0.047602818477770245)	(30, 0.06333793121957954)	(31, 0.07774932532285425)	(32, 0.098303430298337)	(33, 0.13102626556800695)	(34, 0.18800815935792864)	(35, 0.26478019378511547)	(36, 0.38911493400405633)	(37, 0.5743206752525805)	(38, 0.7904988800173404)	(39, 1.0257543135906229)	(40, 1.2847528106776762)
NeuN_minus.B70_T1_HS - nextera_transposase_sequence	(1, 3.4785551250804937e-06)	(2, 6.9571102501609875e-06)	(3, 1.2174942937781729e-05)	(4, 2.4349885875563457e-05)	(5, 2.9567718563184198e-05)	(6, 3.478555125080494e-05)	(7, 4.3481939063506174e-05)	(8, 4.6960494188586664e-05)	(9, 7.478893518923061e-05)	(10, 0.0001113137640025758)	(11, 0.00012522798450289777)	(12, 0.0001443600376908405)	(13, 0.00015827425819116246)	(14, 0.0001895812543168869)	(15, 0.00022088825044261134)	(16, 0.00025045596900579554)	(17, 0.000288720075381681)	(18, 0.00033568056957026767)	(19, 0.00039481600669663607)	(20, 0.0005078690482617521)	(21, 0.000577440150763362)	(22, 0.0007809356255805708)	(23, 0.0009461669940218943)	(24, 0.0012783690084670815)	(25, 0.0016401387414754528)	(26, 0.002431510032431265)	(27, 0.013213291642618256)	(28, 0.02613438465472975)	(29, 0.04066083085706589)	(30, 0.0542393707878176)	(31, 0.06685087239379693)	(32, 0.08381926429393957)	(33, 0.11279041065317247)	(34, 0.1605788009615283)	(35, 0.23094127475409398)	(36, 0.3444760962040337)	(37, 0.5158384180533115)	(38, 0.7155179178983071)	(39, 0.934550359181688)	(40, 1.174434999162364)
NeuN_minus.B71_T1_HS - nextera_transposase_sequence	(1, 2.015918011163025e-06)	(2, 6.0477540334890755e-06)	(3, 1.0079590055815124e-05)	(4, 5.442978630140168e-05)	(5, 6.652529436837983e-05)	(6, 6.854121237954285e-05)	(7, 7.660488442419495e-05)	(8, 8.668447448001008e-05)	(9, 0.00018344853901583528)	(10, 0.00027214893150700835)	(11, 0.0003406901438865512)	(12, 0.00038705625814330083)	(13, 0.0004172950283107462)	(14, 0.00047777256864563693)	(15, 0.0006329982555051899)	(16, 0.0007317782380521781)	(17, 0.0008466855646884705)	(18, 0.0009918316614922083)	(19, 0.0011047230701173377)	(20, 0.001366792411568531)	(21, 0.0015623364586513444)	(22, 0.0019836633229844166)	(23, 0.00226589184454724)	(24, 0.0025622317921882047)	(25, 0.0030238770167445375)	(26, 0.003624620584071119)	(27, 0.00897688290370895)	(28, 0.015010525511119885)	(29, 0.021804169208739278)	(30, 0.028628051676526118)	(31, 0.03511325991843757)	(32, 0.04336038050210551)	(33, 0.057526236366548085)	(34, 0.08138059419264015)	(35, 0.11528027146835759)	(36, 0.17138326971902457)	(37, 0.25455803094159984)	(38, 0.3482760433625577)	(39, 0.4466165557831124)	(40, 0.5565526286038768)
NeuN_minus.B71_T1_HS - polya	(1, 0.0006592051896503092)	(2, 0.0006995235498735697)	(3, 0.0007358100740745042)	(4, 0.0008144308765098621)	(5, 0.001048277365804773)	(6, 0.001534113606495062)	(7, 0.001769976013801136)	(8, 0.0021328412558104803)	(9, 0.0023787832531723696)	(10, 0.003683082206394847)	(11, 0.005487328826385754)	(12, 0.007745156998888342)	(13, 0.010263038594830961)	(14, 0.012899859353432196)	(15, 0.016584957477838207)	(16, 0.02570900239636206)	(17, 0.029857761663335564)	(18, 0.044037728953856284)	(19, 0.047343834492163644)	(20, 0.05154097579140506)	(21, 0.05621387374128095)	(22, 0.060126770600948384)	(23, 0.0644609943249489)	(24, 0.06933548407594109)	(25, 0.07306291647858151)	(26, 0.08162452027199088)	(27, 0.08540839837894389)	(28, 0.09326443086844619)	(29, 0.09706645223749966)	(30, 0.10179781180969928)	(31, 0.1080612690703828)	(32, 0.1124438748266512)	(33, 0.11618541865536978)	(34, 0.12070712275440845)	(35, 0.1276237374507088)	(36, 0.14286004577907893)	(37, 0.14994599758831698)	(38, 0.1565299858127754)	(39, 0.16120893151668478)	(40, 0.16774252179086416)
NeuN_minus.B72_T1_HS - nextera_transposase_sequence	(1, 7.238022306403807e-05)	(2, 8.190393662509572e-05)	(3, 8.952290747394183e-05)	(4, 0.00011047507730826865)	(5, 0.00012571301900596088)	(6, 0.00012952250443038394)	(7, 0.00014666518884028768)	(8, 0.00020571221291884506)	(9, 0.0003390442027736521)	(10, 0.00045713825093076683)	(11, 0.0005180900177215357)	(12, 0.000533327959419228)	(13, 0.0005638038428146124)	(14, 0.0005942797262099968)	(15, 0.0006647552065618234)	(16, 0.000742849657762496)	(17, 0.0008285630798120149)	(18, 0.0010799891178239365)	(19, 0.0012361780202252818)	(20, 0.0015161751989203765)	(21, 0.001676173586746145)	(22, 0.0023009291963515264)	(23, 0.002540926778090179)	(24, 0.003175206101256618)	(25, 0.0035371072165768084)	(26, 0.0045790014801565145)	(27, 0.013780813522850408)	(28, 0.025940690997608803)	(29, 0.03938055557497335)	(30, 0.05258232731331145)	(31, 0.06300507943453293)	(32, 0.07644113452647305)	(33, 0.09718949689059324)	(34, 0.13117963059000795)	(35, 0.1814762666486656)	(36, 0.26844491414553173)	(37, 0.4054759143474535)	(38, 0.5728608944111783)	(39, 0.7585790230799389)	(40, 0.9649788481178923)
NeuN_minus.B72_T1_HS - polya	(1, 0.0005904702407855738)	(2, 0.0006685646919862465)	(3, 0.0007142785170793231)	(4, 0.0008095156526898995)	(5, 0.0010437990062919175)	(6, 0.0014399854904319155)	(7, 0.0016133170772431645)	(8, 0.0019352185956069128)	(9, 0.0021390260658135465)	(10, 0.0031599681595589255)	(11, 0.004508525999804688)	(12, 0.006377078600484197)	(13, 0.008392296390003995)	(14, 0.010466561203602348)	(15, 0.013626529363161274)	(16, 0.02015027315248576)	(17, 0.023411192675791895)	(18, 0.033782516743783665)	(19, 0.036376776317815766)	(20, 0.039710076064185945)	(21, 0.04324527853805054)	(22, 0.04615953488773418)	(23, 0.049210932712697046)	(24, 0.05299565648186135)	(25, 0.05597467408376018)	(26, 0.062157468927598804)	(27, 0.06547553073227129)	(28, 0.07151166038726962)	(29, 0.074648771634282)	(30, 0.07824492587493738)	(31, 0.08313440041718437)	(32, 0.08670579300258098)	(33, 0.0896162398668402)	(34, 0.09342001106312663)	(35, 0.09843138913895515)	(36, 0.10918747123481365)	(37, 0.11443884689238083)	(38, 0.11956450953094205)	(39, 0.12322923450923703)	(40, 0.12808442368266423)
NeuN_minus.B73_T1_HS - nextera_transposase_sequence	(1, 2.2090006547308018e-05)	(2, 2.548846909304771e-05)	(3, 4.078155054887634e-05)	(4, 7.476617600627329e-05)	(5, 8.156310109775268e-05)	(6, 9.005925746210192e-05)	(7, 0.00011214926400940994)	(8, 0.00012744234546523857)	(9, 0.00019371236510716262)	(10, 0.0002650800785676962)	(11, 0.0003211547105724012)	(12, 0.0003636354923941474)	(13, 0.0003959208865786745)	(14, 0.00044519859349190005)	(15, 0.000535257850954002)	(16, 0.0006202194145974943)	(17, 0.0006966848218766374)	(18, 0.0007935410044302188)	(19, 0.0009090887309853684)	(20, 0.001214950360101941)	(21, 0.001371279637205967)	(22, 0.0017468097485102032)	(23, 0.0019354244197987563)	(24, 0.0022820675994642053)	(25, 0.0026355077042211333)	(26, 0.003172464786448005)	(27, 0.00779437384865399)	(28, 0.013782464854247334)	(29, 0.021043280083220192)	(30, 0.02921658250572416)	(31, 0.0372165633383954)	(32, 0.04655893687663382)	(33, 0.062443350815421156)	(34, 0.08925891953258022)	(35, 0.12786715328345602)	(36, 0.19093752043856616)	(37, 0.2877682145230544)	(38, 0.39853090581380257)	(39, 0.5209061436233432)	(40, 0.6718029783480043)
NeuN_minus.B73_T1_HS - polya	(1, 0.0014324519630292815)	(2, 0.001493624288852596)	(3, 0.0015293081455828627)	(4, 0.0016176681717720949)	(5, 0.0019897998205305914)	(6, 0.0028598062322399533)	(7, 0.003254027887545758)	(8, 0.0038096765137741982)	(9, 0.004186905856351304)	(10, 0.00635002726671462)	(11, 0.009417139714244694)	(12, 0.013262500084749159)	(13, 0.01783513144004192)	(14, 0.022429852801881988)	(15, 0.029284551756638952)	(16, 0.045209747245975165)	(17, 0.05259290712659465)	(18, 0.0786540171585995)	(19, 0.08477124974093095)	(20, 0.09237361045575065)	(21, 0.10044835746442816)	(22, 0.10717391484244702)	(23, 0.11473549400671784)	(24, 0.12335569425398658)	(25, 0.12980767539707339)	(26, 0.14449752975103322)	(27, 0.1512485755981451)	(28, 0.16506672430912273)	(29, 0.17163765164131042)	(30, 0.18002845566674172)	(31, 0.19108875202185158)	(32, 0.19856197115993315)	(33, 0.2048253376317314)	(34, 0.21270637227530176)	(35, 0.22431721956282144)	(36, 0.25086600897013994)	(37, 0.2627657255740475)	(38, 0.27380733038515576)	(39, 0.28161699731526557)	(40, 0.29243430359835504)
