Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
NeuN_plus.B61_T1_HS	(1, 31.329660518429048)	(2, 31.423101283095015)	(3, 35.213614418829685)	(4, 35.77065172290016)	(5, 36.140632040640426)	(6, 39.658826764500105)	(7, 39.80338904907905)	(8, 39.863215148748026)	(9, 39.84595869549561)	(10, 39.759076548951214)	(11, 39.853739771093835)	(12, 39.77358642465575)	(13, 39.83093692817014)	(14, 39.78818556291948)	(15, 39.84436042021691)	(16, 39.83269426125535)	(17, 39.81522928348773)	(18, 39.81152041069605)	(19, 39.814414634796634)	(20, 39.81207245701196)	(21, 39.79103681539609)	(22, 39.78443972914851)	(23, 39.77805427142069)	(24, 39.77463810805431)	(25, 39.76370953593624)	(26, 39.690676058296006)	(27, 39.66678213085213)	(28, 39.485995126102786)	(29, 39.59892277764128)	(30, 39.61605422742636)	(31, 39.61399022586639)	(32, 39.60251775320164)	(33, 39.602491270480556)	(34, 39.589699093490715)	(35, 39.58026713601608)	(36, 39.581767895313014)	(37, 39.51536672450402)	(38, 39.53950870318026)	(39, 39.54434167418236)	(40, 39.5324696461546)	(41, 39.52784534320548)	(42, 39.52277662933596)	(43, 39.52534060888082)	(44, 39.43537119785905)	(45, 39.45693007058076)	(46, 39.398476102412346)	(47, 39.4279469033643)	(48, 39.42449727775211)	(49, 39.36385870040101)	(50, 39.39041728120276)	(51, 39.127980835696356)
NeuN_plus.B62_T1_HS	(1, 31.373454130724916)	(2, 31.478178947274092)	(3, 35.32614095833833)	(4, 35.8829621485204)	(5, 36.20167688930465)	(6, 39.737453069350664)	(7, 39.87141267121077)	(8, 39.92064084343712)	(9, 39.93185381893484)	(10, 39.83812195688372)	(11, 39.92963346895169)	(12, 39.84880655391008)	(13, 39.90286739641463)	(14, 39.863615640962664)	(15, 39.906562962443175)	(16, 39.89132903710664)	(17, 39.8751444011217)	(18, 39.87091772268697)	(19, 39.87117408983133)	(20, 39.86887714410737)	(21, 39.84732561179006)	(22, 39.84246010391686)	(23, 39.83459062439578)	(24, 39.8331141173256)	(25, 39.822820154020775)	(26, 39.75404466672347)	(27, 39.73335040523749)	(28, 39.556286326209765)	(29, 39.665369399401605)	(30, 39.684021502701206)	(31, 39.6834846034663)	(32, 39.67315585843503)	(33, 39.67158173470291)	(34, 39.66118660062088)	(35, 39.65130514251623)	(36, 39.653942599823175)	(37, 39.58837060066219)	(38, 39.61241109205964)	(39, 39.617566366647694)	(40, 39.605704218324746)	(41, 39.60080660190582)	(42, 39.596704636464885)	(43, 39.599890536287134)	(44, 39.51592612725829)	(45, 39.53857761268862)	(46, 39.48595272388762)	(47, 39.51719856128199)	(48, 39.518111498064144)	(49, 39.46191707763023)	(50, 39.49081435868648)	(51, 39.22934452241728)
NeuN_plus.B65_T1_HS	(1, 31.45892726772552)	(2, 31.50417641924138)	(3, 35.36832803518203)	(4, 35.899752768342665)	(5, 36.20489629179902)	(6, 39.724575585485844)	(7, 39.864857885837466)	(8, 39.93476154735051)	(9, 39.93825898316611)	(10, 39.86476231556442)	(11, 39.94339294790455)	(12, 39.88534397318609)	(13, 39.924797454588145)	(14, 39.89540052549618)	(15, 39.934593737244334)	(16, 39.912814940651415)	(17, 39.8947246358896)	(18, 39.90603538531202)	(19, 39.90766934450526)	(20, 39.89992411182706)	(21, 39.84337971379704)	(22, 39.83619802958543)	(23, 39.82087807931376)	(24, 39.800365905828336)	(25, 39.80179847936926)	(26, 39.7640058547908)	(27, 39.77258912363294)	(28, 39.75727715304796)	(29, 39.758390961774055)	(30, 39.75652838117584)	(31, 39.70045546090535)	(32, 39.67626627484151)	(33, 39.66248092652007)	(34, 39.65290134645717)	(35, 39.658259249606495)	(36, 39.63976757674768)	(37, 39.587263537538476)	(38, 39.63283818250328)	(39, 39.60363947761996)	(40, 39.599095654668375)	(41, 39.62830864521961)	(42, 39.539312230803915)	(43, 39.50224428688245)	(44, 39.54897968885714)	(45, 39.54071386615279)	(46, 39.5136251459674)	(47, 39.522896257040045)	(48, 39.49242996540062)	(49, 39.51636091054446)	(50, 39.520261574129805)	(51, 39.271680605871914)
NeuN_plus.B66_T2_HS	(1, 31.250111512571085)	(2, 31.54381149011405)	(3, 35.442655478913196)	(4, 35.994481102684574)	(5, 36.29251550138789)	(6, 39.90469540034007)	(7, 39.99726621284619)	(8, 40.06377378554679)	(9, 40.06313099706587)	(10, 39.949114451852616)	(11, 40.04485033033622)	(12, 39.98778464586315)	(13, 40.04115553365774)	(14, 39.99666814344483)	(15, 40.04714783513299)	(16, 40.03242392642569)	(17, 40.0191825720163)	(18, 40.01814027346959)	(19, 40.022167823513016)	(20, 40.02262594114256)	(21, 40.01970075044171)	(22, 39.953668145505105)	(23, 39.972563750165925)	(24, 39.98119077987131)	(25, 39.96718565080811)	(26, 39.911891474685504)	(27, 39.89564259201866)	(28, 39.898628800073226)	(29, 39.88595733339926)	(30, 39.87685664199925)	(31, 39.8682592839826)	(32, 39.85042389493286)	(33, 39.81975043258489)	(34, 39.83879033031856)	(35, 39.841263933736734)	(36, 39.83910088050414)	(37, 39.82489960189534)	(38, 39.82520220529262)	(39, 39.77321286296588)	(40, 39.763845034390464)	(41, 39.7821511418799)	(42, 39.78554960797316)	(43, 39.76789636961278)	(44, 39.76092470006025)	(45, 39.74953169135028)	(46, 39.64960047889701)	(47, 39.65483689732073)	(48, 39.680954090668145)	(49, 39.70552651666662)	(50, 39.69653207676951)	(51, 39.48671668581254)
NeuN_plus.B69_T1_HS	(1, 31.303756313634132)	(2, 31.411518977133067)	(3, 35.08489318327465)	(4, 35.7869481895188)	(5, 36.08172145342885)	(6, 39.528086293954274)	(7, 39.65201223956381)	(8, 39.71212957126159)	(9, 39.76170484802665)	(10, 39.66114633862968)	(11, 39.710796750189004)	(12, 39.67061350372204)	(13, 39.687081530107555)	(14, 39.673277196484115)	(15, 39.69711215046029)	(16, 39.66956143558809)	(17, 39.66045766335357)	(18, 39.64976045145039)	(19, 39.64640935051122)	(20, 39.64063409422026)	(21, 39.642727216473645)	(22, 39.62449711485732)	(23, 39.621518401786574)	(24, 39.62184929564333)	(25, 39.61546322800687)	(26, 39.521014725751314)	(27, 39.49405811322663)	(28, 39.49412655049754)	(29, 39.47186078029461)	(30, 39.462876115367386)	(31, 39.43914765340503)	(32, 39.4027091161731)	(33, 39.4033586227731)	(34, 39.359440483607415)	(35, 39.34391235228271)	(36, 39.337397848148406)	(37, 39.313813946866944)	(38, 34.212592786458224)	(39, 31.887727369082494)	(40, 32.5098418922205)	(41, 31.2159175985739)	(42, 32.02333492328732)	(43, 33.50947333349745)	(44, 32.48138449142099)	(45, 35.86743891385275)	(46, 38.05169070553076)	(47, 38.70028893477799)	(48, 38.91148553128877)	(49, 38.99105695440193)	(50, 39.007379459339155)	(51, 38.430275300792594)
NeuN_plus.B70_T1_HS	(1, 31.27479685821204)	(2, 31.377410583631296)	(3, 35.00509068613634)	(4, 35.70594048858733)	(5, 36.03020693776919)	(6, 39.462554568690805)	(7, 39.59024502472179)	(8, 39.659765188575804)	(9, 39.69369042106738)	(10, 39.59740887004095)	(11, 39.64749160943715)	(12, 39.610709317958325)	(13, 39.62737587711659)	(14, 39.61060103830674)	(15, 39.63799277524884)	(16, 39.61545763659713)	(17, 39.60505047332207)	(18, 39.59651313813361)	(19, 39.59137028705396)	(20, 39.58911782256422)	(21, 39.592406995188014)	(22, 39.57239192344579)	(23, 39.57101233364361)	(24, 39.568570864719945)	(25, 39.562265731025775)	(26, 39.4622033901791)	(27, 39.42968803681162)	(28, 39.434973266401414)	(29, 39.41119271309964)	(30, 39.40221618274333)	(31, 39.37391015700994)	(32, 39.338422640557646)	(33, 39.33701154612124)	(34, 39.290340445434396)	(35, 39.275224133970795)	(36, 39.26947965656022)	(37, 39.24447612514314)	(38, 34.19732256884487)	(39, 31.924313738853133)	(40, 32.5398673851219)	(41, 31.2630229593995)	(42, 32.06107921227944)	(43, 33.51349840359381)	(44, 32.537992228358306)	(45, 35.84406972938454)	(46, 37.98893719911088)	(47, 38.63219671717972)	(48, 38.842537524403234)	(49, 38.92161214635464)	(50, 38.939756314926306)	(51, 38.37582876118824)
NeuN_plus.B71_T1_HS	(1, 31.601034814477483)	(2, 31.62478815730708)	(3, 35.677720507462155)	(4, 36.187765700493365)	(5, 36.31412833114468)	(6, 39.90577776703108)	(7, 40.04646259909542)	(8, 40.11048497585293)	(9, 40.16196247728724)	(10, 40.091256866233884)	(11, 40.128993154170914)	(12, 40.07758012522557)	(13, 40.0923282128233)	(14, 40.087981043203484)	(15, 40.10785693469654)	(16, 40.09206151967196)	(17, 40.08072304988477)	(18, 40.07265858732525)	(19, 40.080136246803356)	(20, 40.07461151762746)	(21, 40.06879557047108)	(22, 40.00630120319455)	(23, 40.01928106670089)	(24, 40.027412874854946)	(25, 40.02841701375889)	(26, 39.978783034766714)	(27, 39.96274140608729)	(28, 39.961551089942475)	(29, 39.92710076135229)	(30, 39.943115750596874)	(31, 39.94657637177747)	(32, 39.94335964278242)	(33, 39.9392466427589)	(34, 39.93116756183825)	(35, 39.92497999571516)	(36, 39.92692904157864)	(37, 39.9234021550912)	(38, 39.919115090839895)	(39, 39.88345580539596)	(40, 39.783371356778595)	(41, 39.85918730324542)	(42, 39.885613047981394)	(43, 39.88287787446455)	(44, 39.87464884041804)	(45, 39.87186339904616)	(46, 39.79977488183549)	(47, 39.83888630705238)	(48, 39.84362169069667)	(49, 39.82085869586428)	(50, 39.83980958527319)	(51, 39.49863958451308)
NeuN_plus.B72_T1_HS	(1, 31.575288450583432)	(2, 31.55050948738079)	(3, 35.533194659763666)	(4, 36.009811005156585)	(5, 36.30444333143919)	(6, 39.91059024470431)	(7, 40.01551199318266)	(8, 40.06611965822285)	(9, 40.08181790405066)	(10, 40.0006956060423)	(11, 40.0690260711506)	(12, 40.00258913353341)	(13, 40.04584186734617)	(14, 40.0123939477223)	(15, 40.05912210907604)	(16, 40.01406487758378)	(17, 40.02386807472886)	(18, 40.03094898633376)	(19, 40.03365605626179)	(20, 40.03417121561622)	(21, 40.02974302586719)	(22, 40.01438639209283)	(23, 40.01403655621662)	(24, 40.004367373501665)	(25, 39.99962503064298)	(26, 39.898178386296856)	(27, 39.899174824087964)	(28, 39.9024812166502)	(29, 39.89222720309359)	(30, 39.887131882673586)	(31, 39.88698953661777)	(32, 39.869417152424056)	(33, 39.86696238753037)	(34, 39.864978998605125)	(35, 39.84765884244366)	(36, 39.84811443298452)	(37, 39.85108481924515)	(38, 39.84216663787302)	(39, 39.822385818458095)	(40, 39.82156120312125)	(41, 39.80829191108797)	(42, 39.80763443647856)	(43, 39.798768570323524)	(44, 39.78179395332189)	(45, 39.77509022873408)	(46, 39.76179343155576)	(47, 39.75043089597194)	(48, 39.738466327280484)	(49, 39.72852372555927)	(50, 39.717574829779956)	(51, 39.5130720588907)
NeuN_plus.B73_T1_HS	(1, 31.55945128400512)	(2, 31.53669022351238)	(3, 35.516494455041)	(4, 35.996752715345494)	(5, 36.299396407828276)	(6, 39.90713327443251)	(7, 40.00636413129385)	(8, 40.06189992812061)	(9, 40.06089443594215)	(10, 39.989034483217274)	(11, 40.06246851514057)	(12, 40.00020203380811)	(13, 40.03927685164391)	(14, 40.01070933419909)	(15, 40.059926259152654)	(16, 40.01726367446891)	(17, 40.02948181081267)	(18, 40.03757571769226)	(19, 40.044901226082516)	(20, 40.04291012668177)	(21, 40.04004340924074)	(22, 40.020795650664205)	(23, 40.020429512067786)	(24, 40.013346603459595)	(25, 40.00441659968278)	(26, 39.90599772568509)	(27, 39.90810559737634)	(28, 39.90664115908298)	(29, 39.89365092588021)	(30, 39.895089011216655)	(31, 39.89240674788939)	(32, 39.87320507796437)	(33, 39.87116656314272)	(34, 39.86389240072767)	(35, 39.848293340883096)	(36, 39.84496618471161)	(37, 39.84406769648405)	(38, 39.832896082661975)	(39, 39.811981254937756)	(40, 39.80715101831458)	(41, 39.79078372582682)	(42, 39.78894565269002)	(43, 39.77717417325973)	(44, 39.75731392818121)	(45, 39.7469997224896)	(46, 39.7311829066197)	(47, 39.71792536255508)	(48, 39.70297502660131)	(49, 39.69327471710416)	(50, 39.67945508718956)	(51, 39.474282789517375)
NeuN_plus.B74_T1_HS	(1, 31.164042242521266)	(2, 31.41790909524587)	(3, 35.20970703774979)	(4, 35.77186581680575)	(5, 36.14557277145073)	(6, 39.699655609256546)	(7, 39.8403538906445)	(8, 39.91306624014269)	(9, 39.88698504816162)	(10, 39.75782408024212)	(11, 39.89003249323857)	(12, 39.82468071803491)	(13, 39.892707798905064)	(14, 39.83614481052357)	(15, 39.90224879850188)	(16, 39.884514546080524)	(17, 39.86661480684874)	(18, 39.863834241821465)	(19, 39.86898161282689)	(20, 39.862232205108306)	(21, 39.86075222017071)	(22, 39.794910153520995)	(23, 39.80977411327729)	(24, 39.816950071864476)	(25, 39.80280810189805)	(26, 39.73690456391611)	(27, 39.72008996094982)	(28, 39.716775501349396)	(29, 39.70333383727387)	(30, 39.695093350529845)	(31, 39.682741966342356)	(32, 39.66209847428389)	(33, 39.63086577622828)	(34, 39.65158361548456)	(35, 39.649257857631454)	(36, 39.6438747876869)	(37, 39.62523967852292)	(38, 39.62520681648997)	(39, 39.57347743813844)	(40, 39.55957582326621)	(41, 39.57307536150001)	(42, 39.575106487274596)	(43, 39.55506980820306)	(44, 39.54648543835414)	(45, 39.53406385884716)	(46, 39.43098018316877)	(47, 39.4332600350311)	(48, 39.453029094447096)	(49, 39.48022462031577)	(50, 39.467416966551625)	(51, 39.21611024269057)
